id,title,url,summary,pub_date,source,PESTEL_category,cleaned_summary,Sentiment
489,MenPAN RB Ungkap 3 Skema Pemindahan PNS ke IKN,https://www.cnnindonesia.com/ekonomi/20240710155044-532-1119733/menpan-rb-ungkap-3-skema-pemindahan-pns-ke-ikn,Menteri PANRB Abdullah Azwar Anas mengungkap ada tiga skema pemindahan PNS ke IKN salah satunya berdasarkan penapisan kelembagaan dan ketersediaan hunian.,2024-07-10 13:40:56,CNN Ekonomi,Legal,menteri panrb abdullah azwar ana mengungkap skema pemindahan pns ikn salah satunya berdasarkan penapisan kelembagaan ketersediaan hunian,Neutral
490,FOTO: Di Bawah Ancaman Kenaikan Harga Cabai,https://www.cnnindonesia.com/ekonomi/20240710144913-94-1119689/foto-di-bawah-ancaman-kenaikan-harga-cabai,Pasokan cabai merah terancam menurun dan bahkan menuju fase kritis. Kondisi itu diprediksi terjadi sampai September 2024 nanti.,2024-07-10 13:15:41,CNN Ekonomi,Social,pasokan cabai merah terancam menurun fase kriti kondisi diprediksi september,Neutral
491,Tito Sebut Jumlah Kelas Menengah RI Tembus 80 Juta Orang,https://www.cnnindonesia.com/ekonomi/20240710142150-92-1119657/tito-sebut-jumlah-kelas-menengah-ri-tembus-80-juta-orang,Menteri Dalam Negeri Tito Karnavian mengatakan kelas menengah di Indonesia sudah mencapai 80 juta orang atau 30 persen dari jumlah penduduk.,2024-07-10 12:50:13,CNN Ekonomi,Environmental,menteri negeri tito karnavian kelas menengah indonesia mencapai juta orang persen penduduk,Neutral
492,Mayapada Hospital akan Hadir di Jakarta Timur,https://www.cnnindonesia.com/ekonomi/20240710192009-625-1119816/mayapada-hospital-akan-hadir-di-jakarta-timur,"Mayapada Healthcare, pilar bisnis Mayapada Group di bidang jasa layanan kesehatan groundbreaking unit rumah sakit ke 8 bernama Mayapada Hospital Jakarta Timur.",2024-07-10 12:35:05,CNN Ekonomi,Legal,mayapada healthcare pilar bisnis mayapada group bidang jasa layanan kesehatan groundbreaking unit rumah sakit bernama mayapada hospital jakarta timur,Neutral
493,Menteri Basuki soal Jokowi Batal Berkantor di IKN: Juli Sampai Kapan?,https://www.cnnindonesia.com/ekonomi/20240710183121-92-1119790/menteri-basuki-soal-jokowi-batal-berkantor-di-ikn-juli-sampai-kapan,Menteri PUPR sekaligus Plt Kepala OIKN Basuki Hadimuljono menyatakan Jokowi tak pernah mengatakan batal berkantor di IKN Juli Ini.,2024-07-10 12:20:23,CNN Ekonomi,Legal,menteri pupr plt kepala oikn basuki hadimuljono jokowi batal berkantor ikn juli,Neutral
494,Jasa Marga Percepat Evakuasi Kecelakaan Beruntun Tol Cipularang,https://www.cnnindonesia.com/ekonomi/20240710185316-92-1119805/jasa-marga-percepat-evakuasi-kecelakaan-beruntun-tol-cipularang,"Jasamarga Tollroad Operator fokus mempercepat proses evakuasi kecelakaan beruntun yang melibatkan sepuluh kendaraan di Jalan Tol Cipularang, Rabu (10/7) sore.",2024-07-10 12:03:21,CNN Ekonomi,Social,jasamarga tollroad operator fokus mempercepat prose evakuasi kecelakaan beruntun melibatkan sepuluh kendaraan jalan tol cipularang rabu sore,Neutral
495,"Utang KAI Naik jadi Rp56,5 T pada Kuartal I 2024 Usai Whoosh Operasi",https://www.cnnindonesia.com/ekonomi/20240710161515-92-1119742/utang-kai-naik-jadi-rp565-t-pada-kuartal-i-2024-usai-whoosh-operasi,"PT Kereta Api Indonesia (Persero) atau KAI mengungkapkan utang mereka naik dari Rp50,46 triliun pada 2023 menjadi Rp56,56 triliun pada kuartal I 2024.",2024-07-10 11:45:31,CNN Ekonomi,Economic,pt kereta api indonesia persero kai utang rp triliun rp triliun kuartal i,Neutral
496,Bank Jago Buka Suara Terkait Eks Karyawan Bobol Rekening Nasabah,https://www.cnnindonesia.com/ekonomi/20240710170329-78-1119762/bank-jago-buka-suara-terkait-eks-karyawan-bobol-rekening-nasabah,"Bank Jago menyebut eks karyawannya yang berinisial IA membobol rekening nasabah hingga Rp1,3 miliar pada 18 Maret sampai 31 Oktober 2023.",2024-07-10 11:10:00,CNN Ekonomi,Technological,bank jago menyebut eks karyawannya berinisial membobol rekening nasabah rp miliar maret oktober,Neutral
497,Airlangga Bersuara soal Pembatasan Beli BBM Subsidi per 17 Agustus,https://www.cnnindonesia.com/ekonomi/20240710165127-85-1119758/airlangga-bersuara-soal-pembatasan-beli-bbm-subsidi-per-17-agustus,Menko Perekonomian Airlangga Hartarto mengklaim belum ada keputusan pemerintah terkait pembatasan pemlian BBM subsidi mulai 17 Agustus 2024.,2024-07-10 10:20:48,CNN Ekonomi,Legal,menko perekonomian airlangga hartarto mengklaim keputusan pemerintah terkait pembatasan pemlian bbm subsidi agustus,Neutral
498,Erick Thohir Bersuara soal Beli BBM Subsidi Dibatasi per 17 Agustus,https://www.cnnindonesia.com/ekonomi/20240710163543-85-1119751/erick-thohir-bersuara-soal-beli-bbm-subsidi-dibatasi-per-17-agustus,Menteri BUMN Erick Thohir masih menunggu keputusan pemerintah terkait rencana pembatasan pembelian BBM subsidi tersebut.,2024-07-10 10:00:00,CNN Ekonomi,Economic,menteri bumn erick thohir menunggu keputusan pemerintah terkait rencana pembatasan pembelian bbm subsidi,Neutral
499,PTPP Pastikan Kantor Jokowi di IKN Siap Ditempati 17 Agustus,https://www.cnnindonesia.com/ekonomi/20240710144143-92-1119685/ptpp-pastikan-kantor-jokowi-di-ikn-siap-ditempati-17-agustus,PT Pembangunan Perumahan Tbk atau PTPP memastikan kantor presiden di IKN Nusantara siap ditempati oleh Presiden Joko Widodo (Jokowi) pada 17 Agustus 2024.,2024-07-10 09:40:50,CNN Ekonomi,Legal,pt pembangunan perumahan tbk ptpp kantor presiden ikn nusantara ditempati presiden joko widodo jokowi agustus,Neutral
500,IHSG Lanjut Gas ke 7.287 Ditopang Penguatan 262 Saham,https://www.cnnindonesia.com/ekonomi/20240710161617-92-1119743/ihsg-lanjut-gas-ke-7287-ditopang-penguatan-262-saham,"IHSG ditutup di level 7.287 pada Rabu (10/7). Indeks saham menguat 17,24 poin atau plus 0,24 persen dari perdagangan sebelumnya.",2024-07-10 09:22:32,CNN Ekonomi,Social,ihsg ditutup level rabu indeks saham menguat poin plus persen perdagangan,Neutral
501,Rupiah Merangkak ke Rp16.240 Sore Ini,https://www.cnnindonesia.com/ekonomi/20240710152253-78-1119720/rupiah-merangkak-ke-rp16240-sore-ini,"Rupiah menguat tipis 0,06 persen ke Rp16.240 per dolar AS pada Rabu (10/7) ini imbas data inflasi China yang lebih rendah dari perkiraan.",2024-07-10 08:50:12,CNN Ekonomi,Social,rupiah menguat tipi persen rp dolar a rabu imbas data inflasi china rendah perkiraan,Neutral
502,"Takut Bebani Petani, Jokowi Batal Bentuk Badan Khusus Kakao-Kelapa",https://www.cnnindonesia.com/ekonomi/20240710150958-532-1119707/takut-bebani-petani-jokowi-batal-bentuk-badan-khusus-kakao-kelapa,Presiden Joko Widodo tak jadi membentuk badan khusus untuk mengurusi kakao dan kelapa karena takut bebani petani.,2024-07-10 08:22:25,CNN Ekonomi,Legal,presiden joko widodo membentuk badan khusus mengurusi kakao kelapa takut bebani petani,Neutral
503,Mengenal NJOPTKP dan Besarannya dalam PBB-P2,https://www.cnnindonesia.com/ekonomi/20240710145703-83-1119700/mengenal-njoptkp-dan-besarannya-dalam-pbb-p2,"Nilai Jual Objek Tidak Kena Pajak (NJOPTKP) menjadi instrumen dalam regulasi PBB-P2 yang dapat mengurangi beban, karena ada objek yang tak dikenai pajak.",2024-07-10 08:16:24,CNN Ekonomi,Social,nilai jual objek kena pajak njoptkp instrumen regulasi pbbp mengurangi beban objek dikenai pajak,Neutral
504,SPTP Pastikan Mogok Kerja Tak Ganggu Operasional Pelabuhan Merauke,https://www.cnnindonesia.com/ekonomi/20240710144931-625-1119690/sptp-pastikan-mogok-kerja-tak-ganggu-operasional-pelabuhan-merauke,PT Pelindo Terminal Petikemas memastikan aksi mogok kerja perusahaan JPT tidak mengganggu kegiatan operasional Pelabuhan Merauke.,2024-07-10 08:07:46,CNN Ekonomi,Economic,pt pelindo terminal petikemas aksi mogok kerja perusahaan jpt mengganggu kegiatan operasional pelabuhan merauke,Neutral
505,"Pelni Minta PMN Rp2,5 T Buat Beli Dua Kapal Baru Tahun Depan",https://www.cnnindonesia.com/ekonomi/20240709182247-92-1119334/pelni-minta-pmn-rp25-t-buat-beli-dua-kapal-baru-tahun-depan,"PT Pelayaran Nasional Indonesia (Persero) atau Pelni meminta penyertaan modal negara (PMN) senilai Rp2,5 triliun untuk 2025.",2024-07-10 07:55:39,CNN Ekonomi,Economic,pt pelayaran nasional indonesia persero pelni penyertaan modal negara pmn senilai rp triliun,Neutral
506,Pabrik Tekstil BUMN yang Rumahkan 500 Pekerja Tunggak BPJS 3 Tahun,https://www.cnnindonesia.com/ekonomi/20240710122802-92-1119588/pabrik-tekstil-bumn-yang-rumahkan-500-pekerja-tunggak-bpjs-3-tahun,"PT Primissima, pabrik tekstil BUMN yang merumahkan 500 karyawannya, disebut menunggak iuran BPJS Ketenagakerjaan seluruh pekerjanya selama tiga tahun lebih.",2024-07-10 07:40:06,CNN Ekonomi,Economic,pt primissima pabrik tekstil bumn merumahkan karyawannya menunggak iuran bpjs ketenagakerjaan pekerjanya,Neutral
507,Jokowi Akan Bentuk Badan Khusus untuk Urusi Kakao dan Kelapa,https://www.cnnindonesia.com/ekonomi/20240710132936-92-1119621/jokowi-akan-bentuk-badan-khusus-untuk-urusi-kakao-dan-kelapa,Presiden Joko Widodo akan membentuk badan khusus untuk mengurusi kakao dan kelapa. Ia mengumpulkan menteri untuk membahas pembentukan itu.,2024-07-10 07:11:57,CNN Ekonomi,Legal,presiden joko widodo membentuk badan khusus mengurusi kakao kelapa mengumpulkan menteri membahas pembentukan,Neutral
508,Strategi Efektif BRI Cegah Penipuan Perbankan bagi Nasabah,https://www.cnnindonesia.com/ekonomi/20240710130839-97-1119606/strategi-efektif-bri-cegah-penipuan-perbankan-bagi-nasabah,"BRI dengan salah satu program second line of defense pada 2024, berkomitmen tak memberikan toleransi pada pelaku-pelaku fraudster perbankan.",2024-07-10 06:49:12,CNN Ekonomi,Technological,bri salah program second line of defense berkomitmen toleransi pelakupelaku fraudster perbankan,Neutral
509,Harga Gas Murah Diperpanjang Meski 'Kekuatan Besar' Mengadang,https://www.cnnindonesia.com/ekonomi/20240709144125-92-1119239/harga-gas-murah-diperpanjang-meski-kekuatan-besar-mengadang,Menperin Agus Gumiwang Kartasasmita memastikan program Harga Gas Bumi Tertentu (HGBT) US$ 6 per MMBTU ke tujuh sektor industri diperpanjang.,2024-07-10 06:30:38,CNN Ekonomi,Social,menperin agus gumiwang kartasasmita program harga gas bumi hgbt u mmbtu tujuh sektor industri diperpanjang,Neutral
510,Tito Ngaku Keranjingan Beli Baju di Korea: Ternyata Made in Indonesia,https://www.cnnindonesia.com/ekonomi/20240710123708-92-1119592/tito-ngaku-keranjingan-beli-baju-di-korea-ternyata-made-in-indonesia,"Menteri Dalam Negeri Tito Karnavian mengaku keranjingan membeli baju dari Korea Selatan, yang ternyata dibuat di Indonesia.",2024-07-10 06:00:06,CNN Ekonomi,Environmental,menteri negeri tito karnavian mengaku keranjingan membeli baju korea selatan indonesia,Neutral
511,Pedagang Rokok Bakal Dilarang Jualan di Jarak 200 Meter dari Sekolah,https://www.cnnindonesia.com/ekonomi/20240710110826-92-1119575/pedagang-rokok-bakal-dilarang-jualan-di-jarak-200-meter-dari-sekolah,Pemerintah berencana melarang pedagang berjualan rokok di jarak 200 meter dari sekolah dan tempat bermain anak.,2024-07-10 05:30:06,CNN Ekonomi,Social,pemerintah berencana melarang pedagang berjualan rokok jarak meter sekolah bermain anak,Neutral
512,Jokowi Bersyukur RI Tetap Bertahan saat Krisis Global 5 Tahun Terakhir,https://www.cnnindonesia.com/ekonomi/20240710114343-532-1119574/jokowi-bersyukur-ri-tetap-bertahan-saat-krisis-global-5-tahun-terakhir,Presiden Jokowi menyebut Indonesia masih tetap bertahan di tengah krisis global yang mencakup ekonomi hingga konflik geopolitik dalam lima tahun terakhir.,2024-07-10 04:56:31,CNN Ekonomi,Legal,presiden jokowi menyebut indonesia bertahan krisis global mencakup ekonomi konflik geopolitik,Neutral
513,2 Crazy Rich Ini Punya Harta Lampaui APBN Indonesia,https://www.cnnindonesia.com/ekonomi/20240710110038-92-1119562/2-crazy-rich-ini-punya-harta-lampaui-apbn-indonesia,Sejumlah konglomerat dunia ternyata ada yang berharta lebih besar dari Anggaran Pendapatan dan Belanja Negara (APBN) Indonesia 2024.,2024-07-10 04:14:41,CNN Ekonomi,Economic,konglomerat dunia berharta anggaran pendapatan belanja negara apbn indonesia,Neutral
514,Jokowi Tegur Kepala Daerah Gara-gara Banyak Belanja Produk Impor,https://www.cnnindonesia.com/ekonomi/20240710103159-532-1119542/jokowi-tegur-kepala-daerah-gara-gara-banyak-belanja-produk-impor,Presiden Joko Widodo (Jokowi) kembali menegur semua kepala daerah karena anggaran masih dipakai untuk belanja produk-produk impor.,2024-07-10 03:39:59,CNN Ekonomi,Environmental,presiden joko widodo jokowi menegur kepala daerah anggaran dipakai belanja produkproduk impor,Neutral
515,Komisaris Pengelola Starbucks Indonesia Mundur di Tengah Marak Boikot,https://www.cnnindonesia.com/ekonomi/20240710094303-92-1119514/komisaris-pengelola-starbucks-indonesia-mundur-di-tengah-marak-boikot,PT Map Boga Adiperkasa Tbk (MAPB) selaku pengelola jaringan Starbucks Indonesia mengumumkan pengunduran diri Alok Chandra Misra dari kursi komisaris independen.,2024-07-10 02:52:14,CNN Ekonomi,Economic,pt map boga adiperkasa tbk mapb pengelola jaringan starbucks indonesia mengumumkan pengunduran alok chandra misra kursi komisaris independen,Neutral
516,Rupiah Lesu ke Rp16.290 per Dolar AS Usai Pidato Gubernur The Fed,https://www.cnnindonesia.com/ekonomi/20240710091702-78-1119504/rupiah-lesu-ke-rp16290-per-dolar-as-usai-pidato-gubernur-the-fed,"Nilai tukar rupiah dibuka melemah 0,24 persen ke Rp16.290 per dolar AS pada perdagangan Rabu (10/7) pagi.",2024-07-10 02:29:10,CNN Ekonomi,Social,nilai tukar rupiah dibuka melemah persen rp dolar a perdagangan rabu pagi,Neutral
517,Stasiun KRL Jatake Terletak di Antara Cicayur dan Parung Panjang,https://www.cnnindonesia.com/ekonomi/20240710084526-92-1119498/stasiun-krl-jatake-terletak-di-antara-cicayur-dan-parung-panjang,Stasiun KRL Jatake terletak di antara Stasiun Cicayur dan Stasiun Parung Panjang. Stasiun ini digadang-gadang akan menjadi yang termegah di Tangerang.,2024-07-10 01:56:02,CNN Ekonomi,Environmental,stasiun krl jatake terletak stasiun cicayur stasiun parung stasiun digadanggadang termegah tangerang,Neutral
518,Harga Minyak Bangkit Imbas Proyeksi Stok Minyak AS Turun,https://www.cnnindonesia.com/ekonomi/20240710082502-85-1119487/harga-minyak-bangkit-imbas-proyeksi-stok-minyak-as-turun,Harga minyak mentah dunia menguat pada perdagangan Rabu (10/7) pagi di Asia.,2024-07-10 01:41:44,CNN Ekonomi,Social,harga minyak mentah dunia menguat perdagangan rabu pagi asia,Neutral
519,Pabrik Tekstil BUMN yang Rumahkan 500 Pekerja Sudah Lama 'Sakit',https://www.cnnindonesia.com/ekonomi/20240710075114-92-1119474/pabrik-tekstil-bumn-yang-rumahkan-500-pekerja-sudah-lama-sakit,"Dinas Tenaga Kerja Kabupaten Sleman menyebut PT Primissima, pabrik tekstil BUMN yang merumahkan 500 karyawannya, sudah lama dalam kondisi tak sehat.",2024-07-10 01:05:54,CNN Ekonomi,Economic,dinas tenaga kerja kabupaten sleman menyebut pt primissima pabrik tekstil bumn merumahkan karyawannya kondisi sehat,Neutral
520,"Shopee Live, Kunci Hendri Alejandro Maksimalkan UMKM Kecamatan Ibun",https://www.cnnindonesia.com/ekonomi/20240709192043-625-1119364/shopee-live-kunci-hendri-alejandro-maksimalkan-umkm-kecamatan-ibun,"Melalui Shopee Live, pemuda asal Kampung Kamojang, Hendri Alejandro berhasil mengangkat UMKM Kecamatan Ibun, Bandung, dan memberdayakan pemuda setempat.",2024-07-10 00:57:43,CNN Ekonomi,Social,shopee live pemuda kampung kamojang hendri alejandro berhasil mengangkat umkm kecamatan ibun bandung memberdayakan pemuda,Positive
521,Luhut Beri Sinyal Beli BBM Subsidi Makin Dibatasi Mulai 17 Agustus,https://www.cnnindonesia.com/ekonomi/20240710073148-85-1119469/luhut-beri-sinyal-beli-bbm-subsidi-makin-dibatasi-mulai-17-agustus,Menko Marves Luhut Binsar Pandjaitan memberi sinyal pemerintah akan semakin membatasi pemberian subsidi mulai 17 Agustus 2024.,2024-07-10 00:38:25,CNN Ekonomi,Legal,menko marves luhut binsar pandjaitan sinyal pemerintah membatasi pemberian subsidi agustus,Neutral
522,"Jokowi Batal Pindah Kantor Bulan Ini, Bagaimana Nasib Proyek IKN?",https://www.cnnindonesia.com/ekonomi/20240710063404-532-1119451/jokowi-batal-pindah-kantor-bulan-ini-bagaimana-nasib-proyek-ikn,Pengamat mengingatkan perpindahan pemerintahan dan aktivitas ekonomi di IKN hanya bisa dilakukan apabila fasilitas dasar sudah siap.,2024-07-10 00:03:49,CNN Ekonomi,Legal,pengamat perpindahan pemerintahan aktivitas ekonomi ikn fasilitas dasar,Neutral
523,"KAI Usul PMN Rp1,8 T di 2025, INKA Minta Suntikan Modal Rp976 M",https://www.cnnindonesia.com/ekonomi/20240709172416-92-1119310/kai-usul-pmn-rp18-t-di-2025-inka-minta-suntikan-modal-rp976-m,"PT KAI meminta penyertaan modal negara Rp1,8 triliun pada 2025 mendatang. Sementara, INKA meminta suntikan modal Rp976 miliar.",2024-07-09 23:32:13,CNN Ekonomi,Economic,pt kai penyertaan modal negara rp triliun inka suntikan modal rp miliar,Neutral
524,IHSG Diprediksi Lanjut Menguat Hari Ini,https://www.cnnindonesia.com/ekonomi/20240710061817-92-1119445/ihsg-diprediksi-lanjut-menguat-hari-ini,Indeks Harga Saham Gabungan (IHSG) diprediksi menguat pada perdagangan Rabu (10/7).,2024-07-09 23:23:15,CNN Ekonomi,Social,indeks harga saham gabungan ihsg diprediksi menguat perdagangan rabu,Neutral
525,"500 Karyawan Pabrik Tekstil BUMN Dirumahkan di DIY, Belasan Kena PHK",https://www.cnnindonesia.com/ekonomi/20240709171143-92-1119304/500-karyawan-pabrik-tekstil-bumn-dirumahkan-di-diy-belasan-kena-phk,"Perusahaan tekstil BUMN PT Primissima di Kabupaten Sleman, DIY merumahkan ratusan karyawan dan melakukan PHK terhadap belasan pekerja lainnya.",2024-07-09 23:03:33,CNN Ekonomi,Economic,perusahaan tekstil bumn pt primissima kabupaten sleman diy merumahkan ratusan karyawan phk belasan pekerja,Neutral
526,"Indika-PwC Gelar Youth-led Impact Grant 2024, Berhadiah Rp150 Juta",https://www.cnnindonesia.com/ekonomi/20240709125736-92-1119179/indika-pwc-gelar-youth-led-impact-grant-2024-berhadiah-rp150-juta,Indika Foundation dan PwC Indonesia menyelenggarakan program Youth-led Impact Grant 2024 untuk menyuarakan perdamaian di Indonesia.,2024-07-09 15:30:08,CNN Ekonomi,Environmental,indika foundation pwc indonesia menyelenggarakan program youthled impact grant menyuarakan perdamaian indonesia,Neutral
527,"Konglomerat Ini Sumbang Rp16,29 T ke Sekolah Kedokteran AS",https://www.cnnindonesia.com/ekonomi/20240709101624-92-1119100/konglomerat-ini-sumbang-rp1629-t-ke-sekolah-kedokteran-as,"Michael Bloomberg menyumbangkan US$1 miliar ke Universitas Johns Hopkins, AS dan membuat biaya kuliah sebagian besar mahasiswa kedokteran gratis.",2024-07-09 15:05:00,CNN Ekonomi,Technological,michael bloomberg menyumbangkan u miliar universitas john hopkins a biaya kuliah mahasiswa kedokteran gratis,Neutral
528,OJK soal Ancaman Pidana Influencer Ahmad Rafif : Kurungan 10 Tahun,https://www.cnnindonesia.com/ekonomi/20240709201229-78-1119378/ojk-soal-ancaman-pidana-influencer-ahmad-rafif-kurungan-10-tahun,OJK menyebut influencer saham Ahmad Rafif bisa terkena ancaman penjara 10 tahun buntut skema investasi ilegal yang ditawarkannya.,2024-07-09 14:00:39,CNN Ekonomi,Technological,ojk menyebut influencer saham ahmad rafif terkena ancaman penjara buntut skema investasi ilegal ditawarkannya,Neutral
529,Jakarta Butuh Rp600 T untuk Jadi Kota Global,https://www.cnnindonesia.com/ekonomi/20240709193848-532-1119371/jakarta-butuh-rp600-t-untuk-jadi-kota-global,Sekretaris Daerah (Sekda) Provinsi DKI Jakarta Joko Agus Setyono menyebut Jakarta membutuhkan anggaran sekitar Rp600 triliun untuk menjadi kota global.,2024-07-09 13:15:48,CNN Ekonomi,Environmental,sekretaris daerah sekda provinsi dki jakarta joko agus setyono menyebut jakarta membutuhkan anggaran rp triliun kota global,Neutral
530,Menteri Basuki Pastikan Air Minum Masuk IKN Mulai 15 Juli,https://www.cnnindonesia.com/ekonomi/20240709112628-92-1119147/menteri-basuki-pastikan-air-minum-masuk-ikn-mulai-15-juli,Menteri Pekerjaan Umum dan Perumahan Rakyat Basuki Hadimuljono memastikan air minum akan masuk ke IKN pada Senin (15/7) pekan depan.,2024-07-09 12:45:36,CNN Ekonomi,Legal,menteri pekerjaan perumahan rakyat basuki hadimuljono air minum masuk ikn senin pekan,Neutral
531,Luhut: 17 Agustus Ini Orang Tak Berhak Subsidi Dikurangi,https://www.cnnindonesia.com/ekonomi/20240709181425-85-1119332/luhut-17-agustus-ini-orang-tak-berhak-subsidi-dikurangi,"Menteri Koordinator Kemaritiman dan Investasi Luhut Panjaitan berharap mulai 17 Agustus nanti, orang yang tidak berhak mendapatkan subsidi bisa dikurangi.",2024-07-09 11:56:12,CNN Ekonomi,Legal,menteri koordinator kemaritiman investasi luhut panjaitan berharap agustus orang berhak subsidi dikurangi,Neutral
532,Kemenperin Akui RI Doyan Impor Bahan Baku Obat dari China Dkk,https://www.cnnindonesia.com/ekonomi/20240709172753-92-1119313/kemenperin-akui-ri-doyan-impor-bahan-baku-obat-dari-china-dkk,"Kementerian Perindustrian mengakui Indonesia masih doyan impor bahan baku obat (BBO). Bahkan, porsi impornya lebih dari 90 persen.",2024-07-09 11:05:00,CNN Ekonomi,Social,kementerian perindustrian mengakui indonesia doyan impor bahan baku obat bbo porsi impornya persen,Neutral
533,"Ma'ruf Resmikan Tol Cimanggis-Cibitung 26,18 KM Senilai Rp10,6 T",https://www.cnnindonesia.com/ekonomi/20240709171608-532-1119308/maruf-resmikan-tol-cimanggis-cibitung-2618-km-senilai-rp106-t,"Wakil Presiden Ma'ruf Amin meresmikan Jalan Tol Cimanggis-Cibitung, Jawa Barat, pada hari ini, Selasa (9/7).",2024-07-09 10:22:14,CNN Ekonomi,Legal,wakil presiden maruf amin meresmikan jalan tol cimanggiscibitung jawa barat selasa,Neutral
534,Sri Mulyani Buka Peluang Buka Blokir Anggaran Kementerian,https://www.cnnindonesia.com/ekonomi/20240709161003-532-1119276/sri-mulyani-buka-peluang-buka-blokir-anggaran-kementerian,Menkeu Sri Mulyani membuka peluang melepas blokir anggaran Kementerian/Lembaga (KL) pada 2024.,2024-07-09 09:43:10,CNN Ekonomi,Social,menkeu sri mulyani membuka peluang melepas blokir anggaran kementerianlembaga kl,Neutral
535,"IHSG Bergerak ke Zona Hijau, Tembus 7.269",https://www.cnnindonesia.com/ekonomi/20240709162203-92-1119280/ihsg-bergerak-ke-zona-hijau-tembus-7269,"Indeks harga saham gabungan (IHSG) ditutup menguat 0,26 persen ke 7.269 pada Selasa (9/7) sore.",2024-07-09 09:27:44,CNN Ekonomi,Social,indeks harga saham gabungan ihsg ditutup menguat persen selasa sore,Neutral
536,Rupiah Bangkit ke Rp16.251 per Dolar AS Sore Ini,https://www.cnnindonesia.com/ekonomi/20240709160052-78-1119269/rupiah-bangkit-ke-rp16251-per-dolar-as-sore-ini,"Nilai tukar rupiah menguat 0,04 persen ke Rp16.251 per dolar AS pada Selasa (9/7) sore.",2024-07-09 09:05:13,CNN Ekonomi,Social,nilai tukar rupiah menguat persen rp dolar a selasa sore,Neutral
537,Alasan Jokowi Batal Pindah Kantor ke IKN Juli Ini,https://www.cnnindonesia.com/ekonomi/20240709144301-532-1119235/alasan-jokowi-batal-pindah-kantor-ke-ikn-juli-ini,"Presiden Jokowi batal berkantor di IKn pada Juli 2024, sebagaimana rencana awal. Pembatalan pindah kantor ini terkait kesiapan fasilitas dasar.",2024-07-09 08:00:52,CNN Ekonomi,Legal,presiden jokowi batal berkantor ikn juli rencana pembatalan pindah kantor terkait kesiapan fasilitas dasar,Neutral
538,Menperin Penasaran Isi Ribuan Kontainer Tertahan di Pelabuhan,https://www.cnnindonesia.com/ekonomi/20240709140222-92-1119210/menperin-penasaran-isi-ribuan-kontainer-tertahan-di-pelabuhan,Menperin Agus Gumiwang Kartasasmita ingin mengetahui isi dari 26.415 peti kemas (kontainer) yang tertahan di Pelabuhan Tanjung Priok dan Tanjung Perak.,2024-07-09 07:30:44,CNN Ekonomi,Social,menperin agus gumiwang kartasasmita isi peti kemas kontainer tertahan pelabuhan tanjung priok tanjung perak,Neutral
539,"Pempek Candy, Merek Lokal Paling Menjanjikan di Palembang",https://www.cnnindonesia.com/ekonomi/20240709125905-97-1119180/pempek-candy-merek-lokal-paling-menjanjikan-di-palembang,Pempek Candy merupakan pelopor sekaligus pempek legendaris asli Palembang sejak 1994. Kini total ada 10 cabang tersebar di Palembang.,2024-07-09 07:15:18,CNN Ekonomi,Environmental,pempek candy pelopor pempek legendaris asli palembang total cabang tersebar palembang,Neutral
540,WIKA Minta PMN Rp2 T untuk Proyek Tol Serang hingga Jalan IKN,https://www.cnnindonesia.com/ekonomi/20240708203921-92-1118984/wika-minta-pmn-rp2-t-untuk-proyek-tol-serang-hingga-jalan-ikn,PT Wijaya Karya (Persero) Tbk atau WIKA meminta penyertaan modal negara (PMN) sebesar Rp2 triliun untuk 2025.,2024-07-09 07:02:04,CNN Ekonomi,Economic,pt wijaya karya persero tbk wika penyertaan modal negara pmn rp triliun,Neutral
541,"Eco Agrotomation, Upaya Bukit Asam Berdayakan Masyarakat Sumsel",https://www.cnnindonesia.com/ekonomi/20240709122336-97-1119171/eco-agrotomation-upaya-bukit-asam-berdayakan-masyarakat-sumsel,"Lewat program Eco Agrotomation, PT Bukit Asam Tbk mendorong pertumbuhan perekonomian masyarakat sekitar sekaligus turut menjaga kelestarian lingkungan.",2024-07-09 06:38:39,CNN Ekonomi,Economic,program eco agrotomation pt bukit asam tbk mendorong pertumbuhan perekonomian masyarakat menjaga kelestarian lingkungan,Neutral
542,"Jerman Jual 6 Ribu Bitcoin Rp6,1 T, Harga Anjlok ke Rp895 Juta",https://www.cnnindonesia.com/ekonomi/20240709130718-92-1119186/jerman-jual-6-ribu-bitcoin-rp61-t-harga-anjlok-ke-rp895-juta,"Pemerintah Jerman menjual lebih dari 6 ribu Bitcoin senilai US$378 juta atau sekitar Rp6,1 triliun selama beberapa waktu terakhir.",2024-07-09 06:22:26,CNN Ekonomi,Economic,pemerintah jerman menjual ribu bitcoin senilai u juta rp triliun,Neutral
543,Ma'ruf Amin Resmikan Bendungan Cipanas Senilai Rp2 T,https://www.cnnindonesia.com/ekonomi/20240709122830-92-1119172/maruf-amin-resmikan-bendungan-cipanas-senilai-rp2-t,"Wakil Presiden Ma'ruf Amin meresmikan Bendungan Cipanas di Sumedang Jawa Barat pada hari ini, Selasa (5/7).",2024-07-09 05:42:35,CNN Ekonomi,Legal,wakil presiden maruf amin meresmikan bendungan cipanas sumedang jawa barat selasa,Neutral
